sensor_id,city,zone_type,pm25,pm10,co2_ppm,temperature_c,humidity_pct,wind_speed_kmh,aqi_value,severity,recorded_at
PKS_PEW_IND_01,Peshawar,industrial,82.43,104.96,607.25,40.05,13.94,22.12,164.9,UNHEALTHY,2026-07-19T23:22:26.419274+00:00
PKS_PEW_RES_02,Peshawar,residential,39.28,42.44,400.0,35.35,84.4,47.63,110.3,UNHEALTHY FOR SENSITIVE,2026-07-19T23:22:26.419284+00:00
PKS_MUL_TRF_01,Multan,traffic,62.13,74.92,446.48,38.78,85.34,40.98,154.4,UNHEALTHY,2026-07-19T23:22:26.419294+00:00
PKS_MUL_PRK_02,Multan,park,14.2,16.73,400.0,32.43,36.36,5.17,55.4,MODERATE,2026-07-19T23:22:26.419303+00:00
PKS_KHI_IND_01,Karachi,industrial,70.65,91.21,572.91,45.0,82.01,40.84,158.8,UNHEALTHY,2026-07-19T23:22:53.256893+00:00
PKS_KHI_TRF_02,Karachi,traffic,40.38,47.51,400.0,35.2,44.03,33.85,113.0,UNHEALTHY FOR SENSITIVE,2026-07-19T23:22:53.256920+00:00
PKS_LHR_RES_01,Lahore,residential,25.44,30.81,400.0,34.8,19.01,32.72,79.1,MODERATE,2026-07-19T23:22:53.256933+00:00
PKS_LHR_IND_02,Lahore,industrial,85.56,109.88,455.55,38.31,86.97,45.71,166.5,UNHEALTHY,2026-07-19T23:22:53.256943+00:00
PKS_ISB_PRK_01,Islamabad,park,13.28,15.01,400.0,22.16,21.46,14.56,53.5,MODERATE,2026-07-19T23:22:53.256954+00:00
PKS_ISB_TRF_02,Islamabad,traffic,47.66,60.34,408.01,36.35,53.76,7.83,130.9,UNHEALTHY FOR SENSITIVE,2026-07-19T23:22:53.256965+00:00
PKS_PEW_IND_01,Peshawar,industrial,71.29,78.56,453.69,36.94,16.67,50.37,159.2,UNHEALTHY,2026-07-19T23:22:53.256975+00:00
PKS_PEW_RES_02,Peshawar,residential,31.66,37.96,400.0,28.9,59.49,13.64,92.1,MODERATE,2026-07-19T23:22:53.256984+00:00
PKS_MUL_TRF_01,Multan,traffic,43.25,47.9,400.0,26.97,75.32,6.29,120.1,UNHEALTHY FOR SENSITIVE,2026-07-19T23:22:53.256994+00:00
PKS_MUL_PRK_02,Multan,park,9.29,10.32,400.0,27.38,47.24,39.26,38.7,GOOD,2026-07-19T23:22:53.257004+00:00
PKS_KHI_IND_01,Karachi,industrial,71.11,87.11,469.33,30.23,57.15,27.25,159.1,UNHEALTHY,2026-07-19T23:23:34.106769+00:00
PKS_KHI_TRF_02,Karachi,traffic,51.07,56.92,400.0,33.98,52.06,17.97,139.3,UNHEALTHY FOR SENSITIVE,2026-07-19T23:23:34.106809+00:00
PKS_LHR_RES_01,Lahore,residential,24.53,28.32,400.0,35.33,19.59,54.39,77.1,MODERATE,2026-07-19T23:23:34.106831+00:00
PKS_LHR_IND_02,Lahore,industrial,64.6,74.61,755.15,38.58,60.81,10.39,155.7,UNHEALTHY,2026-07-19T23:23:34.106849+00:00
PKS_ISB_PRK_01,Islamabad,park,11.71,12.8,400.0,30.52,11.57,22.84,48.8,GOOD,2026-07-19T23:23:34.106866+00:00
PKS_ISB_TRF_02,Islamabad,traffic,56.66,60.73,444.71,39.68,37.29,53.83,151.6,UNHEALTHY,2026-07-19T23:23:34.106884+00:00
PKS_PEW_IND_01,Peshawar,industrial,82.91,88.22,751.97,36.06,81.31,24.8,165.2,UNHEALTHY,2026-07-19T23:23:34.106900+00:00
PKS_PEW_RES_02,Peshawar,residential,103.85,122.31,400.0,29.21,81.25,43.9,176.0,UNHEALTHY,2026-07-19T23:23:34.106917+00:00
PKS_MUL_TRF_01,Multan,traffic,190.32,236.76,497.6,37.52,20.56,42.28,240.5,VERY UNHEALTHY,2026-07-19T23:23:34.106934+00:00
PKS_MUL_PRK_02,Multan,park,5.58,6.56,400.0,23.0,89.76,51.26,23.2,GOOD,2026-07-19T23:23:34.106950+00:00
PKS_KHI_IND_01,Karachi,industrial,92.53,111.48,474.82,28.92,25.18,43.03,170.1,UNHEALTHY,2026-07-19T23:23:45.175352+00:00
PKS_KHI_TRF_02,Karachi,traffic,51.34,65.31,456.54,39.71,30.85,51.47,140.0,UNHEALTHY FOR SENSITIVE,2026-07-19T23:23:45.175382+00:00
PKS_LHR_RES_01,Lahore,residential,25.8,28.29,400.0,31.99,70.03,8.58,79.8,MODERATE,2026-07-19T23:23:45.175399+00:00
PKS_LHR_IND_02,Lahore,industrial,233.39,301.05,453.03,30.01,31.67,0.74,283.1,VERY UNHEALTHY,2026-07-19T23:23:45.175419+00:00
PKS_ISB_PRK_01,Islamabad,park,11.18,13.25,400.0,26.21,40.58,3.11,46.6,GOOD,2026-07-19T23:23:45.175442+00:00
PKS_ISB_TRF_02,Islamabad,traffic,45.78,58.77,481.23,36.69,75.64,9.26,126.3,UNHEALTHY FOR SENSITIVE,2026-07-19T23:23:45.175456+00:00
PKS_PEW_IND_01,Peshawar,industrial,63.68,69.26,636.66,30.11,62.14,51.16,155.2,UNHEALTHY,2026-07-19T23:23:45.175469+00:00
PKS_PEW_RES_02,Peshawar,residential,32.31,39.0,400.0,43.17,47.87,27.99,93.5,MODERATE,2026-07-19T23:23:45.175481+00:00
PKS_MUL_TRF_01,Multan,traffic,48.6,52.59,421.71,33.77,65.96,28.32,133.3,UNHEALTHY FOR SENSITIVE,2026-07-19T23:23:45.175493+00:00
PKS_MUL_PRK_02,Multan,park,12.89,15.31,400.0,36.72,64.62,43.59,52.7,MODERATE,2026-07-19T23:23:45.175506+00:00
PKS_KHI_IND_01,Karachi,industrial,217.5,278.13,434.56,41.18,11.48,47.25,267.4,VERY UNHEALTHY,2026-07-19T23:24:12.612712+00:00
PKS_KHI_TRF_02,Karachi,traffic,45.68,53.31,482.25,40.41,20.23,7.05,126.1,UNHEALTHY FOR SENSITIVE,2026-07-19T23:24:12.612912+00:00
PKS_LHR_RES_01,Lahore,residential,23.39,28.71,400.0,29.3,18.36,11.65,74.8,MODERATE,2026-07-19T23:24:12.613031+00:00
PKS_LHR_IND_02,Lahore,industrial,181.84,214.93,607.07,31.6,87.24,6.17,232.1,VERY UNHEALTHY,2026-07-19T23:24:12.613097+00:00
PKS_ISB_PRK_01,Islamabad,park,9.37,10.39,400.0,30.41,47.15,22.16,39.0,GOOD,2026-07-19T23:24:12.613152+00:00
PKS_ISB_TRF_02,Islamabad,traffic,56.56,71.27,440.41,37.92,61.03,27.51,151.5,UNHEALTHY,2026-07-19T23:24:12.613207+00:00
PKS_PEW_IND_01,Peshawar,industrial,84.28,95.93,531.86,32.66,50.76,59.84,165.9,UNHEALTHY,2026-07-19T23:24:12.613255+00:00
PKS_PEW_RES_02,Peshawar,residential,23.85,26.94,400.0,32.78,21.68,3.1,75.7,MODERATE,2026-07-19T23:24:12.613306+00:00
PKS_MUL_TRF_01,Multan,traffic,56.8,62.86,400.0,35.06,85.82,53.99,151.7,UNHEALTHY,2026-07-19T23:24:12.613354+00:00
PKS_MUL_PRK_02,Multan,park,13.0,16.7,400.0,22.47,16.22,21.68,52.9,MODERATE,2026-07-19T23:24:12.613398+00:00
PKS_KHI_IND_01,Karachi,industrial,65.64,85.03,400.0,39.06,14.51,28.25,156.2,UNHEALTHY,2026-07-19T23:24:34.329533+00:00
PKS_KHI_TRF_02,Karachi,traffic,58.73,66.22,400.0,32.2,48.86,39.02,152.7,UNHEALTHY,2026-07-19T23:24:34.329568+00:00
PKS_LHR_RES_01,Lahore,residential,17.92,21.61,400.0,31.24,45.38,46.96,63.2,MODERATE,2026-07-19T23:24:34.329589+00:00
PKS_LHR_IND_02,Lahore,industrial,82.71,102.28,655.81,30.66,53.15,32.06,165.0,UNHEALTHY,2026-07-19T23:24:34.329608+00:00
PKS_ISB_PRK_01,Islamabad,park,14.09,17.86,400.0,24.78,63.78,28.88,55.2,MODERATE,2026-07-19T23:24:34.329627+00:00
PKS_ISB_TRF_02,Islamabad,traffic,161.99,207.29,400.0,37.64,46.85,27.86,212.4,VERY UNHEALTHY,2026-07-19T23:24:34.329646+00:00
PKS_PEW_IND_01,Peshawar,industrial,75.2,95.34,465.48,45.0,80.01,25.65,161.2,UNHEALTHY,2026-07-19T23:24:34.329664+00:00
PKS_PEW_RES_02,Peshawar,residential,23.72,27.54,400.0,28.59,56.65,26.25,75.4,MODERATE,2026-07-19T23:24:34.329684+00:00
PKS_MUL_TRF_01,Multan,traffic,115.51,129.45,442.83,38.63,36.93,46.6,182.0,UNHEALTHY,2026-07-19T23:24:34.329703+00:00
PKS_MUL_PRK_02,Multan,park,7.28,9.46,400.0,35.64,55.02,12.66,30.3,GOOD,2026-07-19T23:24:34.329721+00:00
PKS_KHI_IND_01,Karachi,industrial,351.56,383.49,628.0,33.54,47.67,28.35,381.5,HAZARDOUS,2026-07-19T23:24:53.343630+00:00
PKS_KHI_TRF_02,Karachi,traffic,47.46,54.0,400.0,41.87,47.87,4.41,130.5,UNHEALTHY FOR SENSITIVE,2026-07-19T23:24:53.343725+00:00
PKS_LHR_RES_01,Lahore,residential,39.31,44.18,400.0,26.88,53.98,7.64,110.4,UNHEALTHY FOR SENSITIVE,2026-07-19T23:24:53.343809+00:00
PKS_LHR_IND_02,Lahore,industrial,75.98,83.72,441.07,33.43,19.42,52.45,161.6,UNHEALTHY,2026-07-19T23:24:53.343876+00:00
PKS_ISB_PRK_01,Islamabad,park,9.83,12.02,400.0,26.35,80.02,20.19,41.0,GOOD,2026-07-19T23:24:53.343924+00:00
PKS_ISB_TRF_02,Islamabad,traffic,39.87,46.93,538.01,39.27,19.97,47.73,111.8,UNHEALTHY FOR SENSITIVE,2026-07-19T23:24:53.343968+00:00
PKS_PEW_IND_01,Peshawar,industrial,70.95,91.25,611.27,34.66,74.44,19.45,159.0,UNHEALTHY,2026-07-19T23:24:53.344012+00:00
PKS_PEW_RES_02,Peshawar,residential,34.54,37.98,400.0,31.46,14.72,45.05,98.2,MODERATE,2026-07-19T23:24:53.344055+00:00
PKS_MUL_TRF_01,Multan,traffic,153.21,183.41,480.39,27.43,82.94,50.12,203.7,VERY UNHEALTHY,2026-07-19T23:24:53.344109+00:00
PKS_MUL_PRK_02,Multan,park,14.45,17.23,400.0,30.78,77.79,40.74,55.9,MODERATE,2026-07-19T23:24:53.344154+00:00
PKS_KHI_IND_01,Karachi,industrial,74.61,84.88,545.42,34.74,67.1,57.18,160.9,UNHEALTHY,2026-07-19T23:25:28.718447+00:00
PKS_KHI_TRF_02,Karachi,traffic,59.59,70.82,420.71,36.46,78.14,26.85,153.1,UNHEALTHY,2026-07-19T23:25:28.718492+00:00
PKS_LHR_RES_01,Lahore,residential,25.59,29.36,400.0,25.49,28.54,21.62,79.4,MODERATE,2026-07-19T23:25:28.718522+00:00
PKS_LHR_IND_02,Lahore,industrial,61.77,68.09,560.09,33.69,19.56,15.93,154.2,UNHEALTHY,2026-07-19T23:25:28.718546+00:00
PKS_ISB_PRK_01,Islamabad,park,14.02,15.79,400.0,31.29,51.27,15.66,55.0,MODERATE,2026-07-19T23:25:28.718571+00:00
PKS_ISB_TRF_02,Islamabad,traffic,42.51,53.93,430.49,26.62,55.52,13.99,118.3,UNHEALTHY FOR SENSITIVE,2026-07-19T23:25:28.718594+00:00
PKS_PEW_IND_01,Peshawar,industrial,74.49,95.39,651.39,42.43,11.44,30.37,160.8,UNHEALTHY,2026-07-19T23:25:28.718618+00:00
PKS_PEW_RES_02,Peshawar,residential,105.75,124.08,400.0,34.04,14.1,30.85,176.9,UNHEALTHY,2026-07-19T23:25:28.718642+00:00
PKS_MUL_TRF_01,Multan,traffic,45.98,51.46,446.0,33.37,71.24,41.38,126.8,UNHEALTHY FOR SENSITIVE,2026-07-19T23:25:28.718665+00:00
PKS_MUL_PRK_02,Multan,park,10.14,13.13,400.0,32.63,33.14,23.1,42.3,GOOD,2026-07-19T23:25:28.718688+00:00
PKS_KHI_IND_01,Karachi,industrial,101.67,118.58,490.2,28.43,77.44,57.25,174.8,UNHEALTHY,2026-07-19T23:25:39.836381+00:00
PKS_KHI_TRF_02,Karachi,traffic,48.02,54.75,400.0,33.09,85.97,27.21,131.8,UNHEALTHY FOR SENSITIVE,2026-07-19T23:25:39.836407+00:00
PKS_LHR_RES_01,Lahore,residential,24.6,29.43,400.0,30.06,51.9,24.04,77.3,MODERATE,2026-07-19T23:25:39.836419+00:00
PKS_LHR_IND_02,Lahore,industrial,71.87,92.53,513.75,32.5,61.72,15.73,159.5,UNHEALTHY,2026-07-19T23:25:39.836429+00:00
PKS_ISB_PRK_01,Islamabad,park,13.62,15.92,400.0,27.0,44.22,4.64,54.2,MODERATE,2026-07-19T23:25:39.836439+00:00
PKS_ISB_TRF_02,Islamabad,traffic,39.42,45.09,404.17,29.17,79.79,43.32,110.7,UNHEALTHY FOR SENSITIVE,2026-07-19T23:25:39.836449+00:00
PKS_PEW_IND_01,Peshawar,industrial,76.89,80.75,517.25,41.87,39.05,48.67,162.0,UNHEALTHY,2026-07-19T23:25:39.836459+00:00
PKS_PEW_RES_02,Peshawar,residential,22.74,24.43,400.0,34.39,67.17,50.82,73.4,MODERATE,2026-07-19T23:25:39.836468+00:00
PKS_MUL_TRF_01,Multan,traffic,54.32,66.29,498.5,40.37,75.47,49.77,147.3,UNHEALTHY FOR SENSITIVE,2026-07-19T23:25:39.836479+00:00
PKS_MUL_PRK_02,Multan,park,15.81,19.62,400.0,27.33,29.69,37.18,58.8,MODERATE,2026-07-19T23:25:39.836489+00:00
PKS_KHI_IND_01,Karachi,industrial,75.2,81.49,521.55,40.36,76.27,42.22,161.2,UNHEALTHY,2026-07-19T23:26:24.825907+00:00
PKS_KHI_TRF_02,Karachi,traffic,58.95,71.4,400.0,34.57,66.81,40.59,152.8,UNHEALTHY,2026-07-19T23:26:24.825998+00:00
PKS_LHR_RES_01,Lahore,residential,23.89,29.49,400.0,29.98,21.97,24.09,75.8,MODERATE,2026-07-19T23:26:24.826056+00:00
PKS_LHR_IND_02,Lahore,industrial,66.42,71.72,633.68,41.66,74.62,7.1,156.6,UNHEALTHY,2026-07-19T23:26:24.826104+00:00
PKS_ISB_PRK_01,Islamabad,park,6.45,6.86,400.0,27.85,52.41,45.3,26.9,GOOD,2026-07-19T23:26:24.826147+00:00
PKS_ISB_TRF_02,Islamabad,traffic,186.51,224.66,470.78,30.35,62.37,22.87,236.7,VERY UNHEALTHY,2026-07-19T23:26:24.826189+00:00
PKS_PEW_IND_01,Peshawar,industrial,67.28,71.47,665.17,35.07,29.79,23.06,157.1,UNHEALTHY,2026-07-19T23:26:24.826228+00:00
PKS_PEW_RES_02,Peshawar,residential,20.58,25.44,400.0,29.41,31.32,19.9,68.8,MODERATE,2026-07-19T23:26:24.826265+00:00
PKS_MUL_TRF_01,Multan,traffic,208.06,229.5,400.0,28.32,57.08,20.38,258.0,VERY UNHEALTHY,2026-07-19T23:26:24.826305+00:00
PKS_MUL_PRK_02,Multan,park,33.97,37.19,400.0,22.98,75.32,36.87,97.0,MODERATE,2026-07-19T23:26:24.826344+00:00
PKS_KHI_IND_01,Karachi,industrial,66.51,83.69,547.56,36.04,68.73,37.0,156.7,UNHEALTHY,2026-07-19T23:26:53.938094+00:00
PKS_KHI_TRF_02,Karachi,traffic,50.12,56.01,460.79,33.84,54.18,36.69,137.0,UNHEALTHY FOR SENSITIVE,2026-07-19T23:26:53.938144+00:00
PKS_LHR_RES_01,Lahore,residential,27.0,28.57,400.0,31.4,10.83,44.85,82.3,MODERATE,2026-07-19T23:26:53.938157+00:00
PKS_LHR_IND_02,Lahore,industrial,79.18,83.23,640.17,38.8,47.67,52.4,163.2,UNHEALTHY,2026-07-19T23:26:53.938168+00:00
PKS_ISB_PRK_01,Islamabad,park,11.23,14.13,400.0,24.71,52.69,13.9,46.8,GOOD,2026-07-19T23:26:53.938179+00:00
PKS_ISB_TRF_02,Islamabad,traffic,61.41,79.23,400.0,33.39,64.37,52.7,154.1,UNHEALTHY,2026-07-19T23:26:53.938189+00:00
PKS_PEW_IND_01,Peshawar,industrial,78.71,84.57,476.67,32.02,36.4,56.41,163.0,UNHEALTHY,2026-07-19T23:26:53.938199+00:00
PKS_PEW_RES_02,Peshawar,residential,21.67,23.3,400.0,39.28,74.65,49.72,71.1,MODERATE,2026-07-19T23:26:53.938209+00:00
PKS_MUL_TRF_01,Multan,traffic,49.77,53.09,456.72,30.94,31.55,26.18,136.1,UNHEALTHY FOR SENSITIVE,2026-07-19T23:26:53.938219+00:00
PKS_MUL_PRK_02,Multan,park,6.87,8.53,400.0,29.66,20.22,49.74,28.6,GOOD,2026-07-19T23:26:53.938229+00:00
PKS_KHI_IND_01,Karachi,industrial,63.04,72.11,584.56,33.03,67.53,23.08,154.9,UNHEALTHY,2026-07-19T23:27:05.561820+00:00
PKS_KHI_TRF_02,Karachi,traffic,50.34,59.78,400.0,27.64,85.07,17.3,137.5,UNHEALTHY FOR SENSITIVE,2026-07-19T23:27:05.561846+00:00
PKS_LHR_RES_01,Lahore,residential,88.97,96.39,400.0,32.14,14.27,24.8,168.3,UNHEALTHY,2026-07-19T23:27:05.561858+00:00
PKS_LHR_IND_02,Lahore,industrial,92.08,117.98,571.49,29.76,41.3,23.99,169.9,UNHEALTHY,2026-07-19T23:27:05.561869+00:00
PKS_ISB_PRK_01,Islamabad,park,9.83,11.03,400.0,26.38,32.61,38.16,41.0,GOOD,2026-07-19T23:27:05.561882+00:00
PKS_ISB_TRF_02,Islamabad,traffic,53.14,57.84,400.0,32.73,80.2,41.0,144.4,UNHEALTHY FOR SENSITIVE,2026-07-19T23:27:05.561892+00:00
PKS_PEW_IND_01,Peshawar,industrial,69.89,73.9,509.33,36.32,78.48,16.92,158.4,UNHEALTHY,2026-07-19T23:27:05.561902+00:00
PKS_PEW_RES_02,Peshawar,residential,24.82,32.12,400.0,26.27,46.77,34.1,77.8,MODERATE,2026-07-19T23:27:05.561912+00:00
PKS_MUL_TRF_01,Multan,traffic,44.11,55.8,443.12,35.59,14.97,49.05,122.2,UNHEALTHY FOR SENSITIVE,2026-07-19T23:27:05.561922+00:00
PKS_MUL_PRK_02,Multan,park,13.21,16.23,400.0,25.85,38.11,55.8,53.3,MODERATE,2026-07-19T23:27:05.561932+00:00
PKS_KHI_IND_01,Karachi,industrial,210.87,268.49,447.26,29.44,21.94,19.63,260.8,VERY UNHEALTHY,2026-07-19T23:27:24.812776+00:00
PKS_KHI_TRF_02,Karachi,traffic,57.47,64.54,426.63,38.07,26.01,5.83,152.0,UNHEALTHY,2026-07-19T23:27:24.812851+00:00
PKS_LHR_RES_01,Lahore,residential,90.04,110.34,400.0,25.81,63.79,44.89,168.8,UNHEALTHY,2026-07-19T23:27:24.812896+00:00
PKS_LHR_IND_02,Lahore,industrial,77.14,88.38,502.94,34.68,61.44,47.88,162.2,UNHEALTHY,2026-07-19T23:27:24.812936+00:00
PKS_ISB_PRK_01,Islamabad,park,12.77,13.48,400.0,26.29,24.72,13.11,52.4,MODERATE,2026-07-19T23:27:24.812974+00:00
PKS_ISB_TRF_02,Islamabad,traffic,58.33,65.64,496.5,30.95,73.05,35.87,152.5,UNHEALTHY,2026-07-19T23:27:24.813012+00:00
PKS_PEW_IND_01,Peshawar,industrial,70.51,79.33,569.47,40.24,39.05,50.43,158.8,UNHEALTHY,2026-07-19T23:27:24.813055+00:00
PKS_PEW_RES_02,Peshawar,residential,21.41,26.41,400.0,34.96,45.89,29.59,70.6,MODERATE,2026-07-19T23:27:24.813092+00:00
PKS_MUL_TRF_01,Multan,traffic,53.09,58.27,437.22,38.75,40.07,28.33,144.3,UNHEALTHY FOR SENSITIVE,2026-07-19T23:27:24.813132+00:00
PKS_MUL_PRK_02,Multan,park,20.99,27.16,400.0,38.49,37.77,30.26,69.7,MODERATE,2026-07-19T23:27:24.813172+00:00
PKS_KHI_IND_01,Karachi,industrial,225.45,289.85,609.24,39.7,38.48,7.15,275.3,VERY UNHEALTHY,2026-07-19T23:27:35.920368+00:00
PKS_KHI_TRF_02,Karachi,traffic,56.73,69.78,427.14,37.9,42.75,19.18,151.6,UNHEALTHY,2026-07-19T23:27:35.920443+00:00
PKS_LHR_RES_01,Lahore,residential,17.6,19.76,412.9,41.81,80.55,22.79,62.6,MODERATE,2026-07-19T23:27:35.920486+00:00
PKS_LHR_IND_02,Lahore,industrial,52.94,56.46,524.81,45.0,37.25,42.82,143.9,UNHEALTHY FOR SENSITIVE,2026-07-19T23:27:35.920530+00:00
PKS_ISB_PRK_01,Islamabad,park,42.81,49.18,400.0,23.62,33.5,47.3,119.0,UNHEALTHY FOR SENSITIVE,2026-07-19T23:27:35.920571+00:00
PKS_ISB_TRF_02,Islamabad,traffic,144.86,173.23,484.87,34.05,69.88,27.28,197.1,UNHEALTHY,2026-07-19T23:27:35.920610+00:00
PKS_PEW_IND_01,Peshawar,industrial,96.33,119.29,465.04,33.38,40.5,2.25,172.1,UNHEALTHY,2026-07-19T23:27:35.920647+00:00
PKS_PEW_RES_02,Peshawar,residential,29.27,36.28,400.0,23.22,78.02,53.45,87.1,MODERATE,2026-07-19T23:27:35.920689+00:00
PKS_MUL_TRF_01,Multan,traffic,41.12,48.73,471.85,34.06,39.48,39.89,114.9,UNHEALTHY FOR SENSITIVE,2026-07-19T23:27:35.920728+00:00
PKS_MUL_PRK_02,Multan,park,9.26,10.43,400.0,33.87,37.1,12.11,38.6,GOOD,2026-07-19T23:27:35.920766+00:00
PKS_KHI_IND_01,Karachi,industrial,71.8,88.38,566.7,38.13,87.98,21.83,159.4,UNHEALTHY,2026-07-19T23:27:54.718561+00:00
PKS_KHI_TRF_02,Karachi,traffic,47.98,60.48,448.62,40.08,73.01,12.33,131.7,UNHEALTHY FOR SENSITIVE,2026-07-19T23:27:54.718642+00:00
PKS_LHR_RES_01,Lahore,residential,21.94,25.32,400.0,38.85,60.02,54.69,71.7,MODERATE,2026-07-19T23:27:54.718693+00:00
PKS_LHR_IND_02,Lahore,industrial,67.52,82.52,628.27,34.01,81.53,16.53,157.2,UNHEALTHY,2026-07-19T23:27:54.718736+00:00
PKS_ISB_PRK_01,Islamabad,park,8.14,9.64,400.0,26.64,40.26,45.4,33.9,GOOD,2026-07-19T23:27:54.718779+00:00
PKS_ISB_TRF_02,Islamabad,traffic,55.24,63.27,407.74,30.64,35.93,33.52,149.6,UNHEALTHY FOR SENSITIVE,2026-07-19T23:27:54.718821+00:00
PKS_PEW_IND_01,Peshawar,industrial,284.36,320.07,434.23,40.66,15.43,54.7,328.0,HAZARDOUS,2026-07-19T23:27:54.718865+00:00
PKS_PEW_RES_02,Peshawar,residential,30.1,33.29,400.0,31.96,37.24,48.11,88.8,MODERATE,2026-07-19T23:27:54.718904+00:00
PKS_MUL_TRF_01,Multan,traffic,52.47,64.22,454.28,34.43,18.92,7.06,142.8,UNHEALTHY FOR SENSITIVE,2026-07-19T23:27:54.718944+00:00
PKS_MUL_PRK_02,Multan,park,29.92,32.54,400.0,35.67,45.01,33.08,88.5,MODERATE,2026-07-19T23:27:54.718993+00:00
PKS_KHI_IND_01,Karachi,industrial,66.14,80.24,454.79,30.0,41.09,14.72,156.5,UNHEALTHY,2026-07-19T23:28:25.599432+00:00
PKS_KHI_TRF_02,Karachi,traffic,65.35,84.3,527.63,39.08,66.57,22.79,156.1,UNHEALTHY,2026-07-19T23:28:25.599458+00:00
PKS_LHR_RES_01,Lahore,residential,22.9,26.55,400.0,35.49,55.8,44.27,73.7,MODERATE,2026-07-19T23:28:25.599470+00:00
PKS_LHR_IND_02,Lahore,industrial,72.3,86.21,563.39,45.0,55.06,38.91,159.7,UNHEALTHY,2026-07-19T23:28:25.599480+00:00
PKS_ISB_PRK_01,Islamabad,park,7.58,9.17,400.0,24.5,22.37,22.34,31.6,GOOD,2026-07-19T23:28:25.599490+00:00
PKS_ISB_TRF_02,Islamabad,traffic,44.1,55.54,435.7,26.65,23.31,8.47,122.2,UNHEALTHY FOR SENSITIVE,2026-07-19T23:28:25.599500+00:00
PKS_PEW_IND_01,Peshawar,industrial,60.88,67.78,443.09,34.19,71.35,31.83,153.8,UNHEALTHY,2026-07-19T23:28:25.599509+00:00
PKS_PEW_RES_02,Peshawar,residential,34.56,38.31,400.0,28.61,88.56,10.85,98.2,MODERATE,2026-07-19T23:28:25.599519+00:00
PKS_MUL_TRF_01,Multan,traffic,50.26,58.63,477.27,30.4,10.85,22.56,137.4,UNHEALTHY FOR SENSITIVE,2026-07-19T23:28:25.599529+00:00
PKS_MUL_PRK_02,Multan,park,13.35,15.15,400.0,28.28,55.09,26.59,53.6,MODERATE,2026-07-19T23:28:25.599539+00:00
PKS_KHI_IND_01,Karachi,industrial,72.23,82.94,643.67,29.94,36.72,32.83,159.6,UNHEALTHY,2026-07-19T23:28:53.745726+00:00
PKS_KHI_TRF_02,Karachi,traffic,46.0,59.37,476.95,31.31,68.16,7.05,126.9,UNHEALTHY FOR SENSITIVE,2026-07-19T23:28:53.745763+00:00
PKS_LHR_RES_01,Lahore,residential,30.19,38.56,400.0,36.64,67.83,33.23,89.0,MODERATE,2026-07-19T23:28:53.745782+00:00
PKS_LHR_IND_02,Lahore,industrial,56.34,60.72,560.42,34.91,57.41,30.45,151.4,UNHEALTHY,2026-07-19T23:28:53.745800+00:00
PKS_ISB_PRK_01,Islamabad,park,11.07,12.91,400.0,26.0,57.63,38.97,46.1,GOOD,2026-07-19T23:28:53.745826+00:00
PKS_ISB_TRF_02,Islamabad,traffic,120.68,129.22,556.48,31.72,43.62,18.54,184.7,UNHEALTHY,2026-07-19T23:28:53.745844+00:00
PKS_PEW_IND_01,Peshawar,industrial,64.47,76.93,630.11,36.91,59.04,24.58,155.6,UNHEALTHY,2026-07-19T23:28:53.745859+00:00
PKS_PEW_RES_02,Peshawar,residential,26.17,29.71,400.0,29.29,41.8,0.63,80.6,MODERATE,2026-07-19T23:28:53.745875+00:00
PKS_MUL_TRF_01,Multan,traffic,43.97,48.9,400.0,39.91,63.26,9.08,121.8,UNHEALTHY FOR SENSITIVE,2026-07-19T23:28:53.745890+00:00
PKS_MUL_PRK_02,Multan,park,24.72,28.83,400.0,22.57,58.37,24.47,77.5,MODERATE,2026-07-19T23:28:53.745906+00:00
